Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jarace Walker,PF,20,IND,5,0,8.2,1.4,3.6,0.389,0.0,1.0,0.0,1.4,2.6,0.538,0.389,0.6,0.6,1.0,0.2,1.4,1.6,1.2,0.4,0.4,0.2,0.8,3.4
Lonnie Walker IV,SG,25,BRK,17,0,21.3,5.2,10.6,0.489,2.6,5.6,0.463,2.6,5.0,0.518,0.611,1.7,2.2,0.763,0.2,2.5,2.6,1.6,0.6,0.4,1.5,0.9,14.6
Cason Wallace,SG,20,OKC,19,4,21.9,2.9,4.8,0.598,1.1,2.1,0.525,1.8,2.7,0.654,0.712,0.6,0.7,0.846,0.6,1.8,2.4,1.4,0.5,0.4,0.5,1.6,7.5
P.J. Washington,PF,25,CHO,17,12,31.6,5.5,12.6,0.435,2.0,6.1,0.327,3.5,6.5,0.536,0.514,1.5,2.1,0.714,1.2,4.2,5.4,2.4,0.6,0.9,1.5,2.7,14.4
Yuta Watanabe,SF,29,PHO,15,0,17.9,1.6,4.4,0.364,1.3,3.5,0.365,0.3,0.9,0.357,0.508,0.6,0.9,0.692,0.6,1.7,2.3,0.5,0.4,0.4,0.9,1.7,5.1
Trendon Watford,PF,23,BRK,13,0,14.2,2.8,5.4,0.529,0.4,1.0,0.385,2.5,4.4,0.561,0.564,0.7,0.8,0.9,1.2,2.5,3.8,1.8,0.5,0.2,1.2,2.2,6.8
Peyton Watson,SF,21,DEN,19,0,15.0,1.9,3.8,0.507,0.2,1.0,0.211,1.7,2.8,0.611,0.534,0.4,0.8,0.5,0.4,1.5,1.9,0.7,0.5,1.0,0.6,1.4,4.5
Victor Wembanyama,PF,20,SAS,18,18,30.0,7.2,16.4,0.437,1.4,5.3,0.271,5.7,11.1,0.518,0.481,3.5,4.2,0.829,2.1,7.6,9.7,2.6,1.3,2.7,3.5,2.6,19.3
Blake Wesley,SG,20,SAS,5,0,4.8,0.6,1.6,0.375,0.0,0.2,0.0,0.6,1.4,0.429,0.375,0.2,0.4,0.5,0.2,0.2,0.4,1.0,0.0,0.2,0.2,0.6,1.4
Russell Westbrook,PG,35,LAC,19,10,26.7,4.7,10.9,0.435,0.7,2.7,0.275,4.0,8.2,0.487,0.469,1.8,2.8,0.63,1.5,5.1,6.6,5.3,1.3,0.3,2.3,2.4,12.0
Coby White,PG,23,CHI,21,21,33.2,5.3,12.4,0.427,2.9,7.1,0.403,2.4,5.3,0.459,0.542,1.6,1.9,0.846,0.4,2.8,3.1,4.2,0.9,0.3,1.9,2.9,15.0
Derrick White,SG,29,BOS,16,16,32.2,4.5,9.6,0.468,2.2,5.4,0.407,2.3,4.3,0.544,0.581,3.1,3.6,0.862,0.7,3.2,3.9,5.1,1.1,0.8,1.8,2.3,14.3
Cam Whitmore,SF,19,HOU,5,0,6.4,1.4,3.0,0.467,0.2,1.0,0.2,1.2,2.0,0.6,0.5,1.0,2.0,0.5,0.2,1.4,1.6,0.4,0.2,0.0,0.4,0.4,4.0
Aaron Wiggins,SG,25,OKC,17,0,11.8,1.7,2.9,0.58,0.5,1.2,0.45,1.2,1.8,0.667,0.67,0.7,1.0,0.706,0.5,1.6,2.1,0.8,0.4,0.1,0.5,0.9,4.6
Andrew Wiggins,SF,28,GSW,18,18,27.2,5.1,11.7,0.433,0.9,3.3,0.267,4.2,8.3,0.5,0.471,1.8,3.0,0.593,1.9,2.4,4.4,1.2,0.3,0.4,1.8,2.6,12.8
Grant Williams,PF,25,DAL,19,19,28.8,3.3,7.7,0.422,2.3,5.6,0.406,1.0,2.2,0.463,0.568,1.1,1.6,0.645,1.2,2.6,3.7,1.7,0.3,0.6,0.9,2.6,9.8
Jalen Williams,PF,22,OKC,16,16,32.8,6.5,12.9,0.505,1.1,3.1,0.36,5.4,9.8,0.551,0.549,3.5,4.0,0.875,0.3,3.8,4.1,3.9,0.8,0.3,1.9,3.1,17.6
Jaylin Williams,C,21,OKC,14,0,13.4,1.6,4.0,0.393,0.9,2.4,0.364,0.7,1.6,0.435,0.5,0.5,0.6,0.875,0.6,3.2,3.9,1.6,0.4,0.1,0.4,1.8,4.5
Jeenathan Williams,SG,24,HOU,4,0,5.5,1.5,2.8,0.545,0.0,0.5,0.0,1.5,2.3,0.667,0.545,0.3,0.5,0.5,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.5,3.3
Kenrich Williams,PF,29,OKC,9,0,16.7,2.2,4.1,0.541,0.9,1.7,0.533,1.3,2.4,0.545,0.649,0.3,0.9,0.375,0.9,2.1,3.0,1.8,0.4,0.0,0.3,2.2,5.7
Patrick Williams,PF,22,CHI,21,11,24.7,3.0,7.2,0.408,1.0,3.1,0.318,2.0,4.1,0.477,0.477,1.1,1.5,0.75,1.0,2.8,3.9,1.2,1.0,0.9,1.1,1.5,8.0
Vince Williams Jr.,SG,23,MEM,11,0,13.7,1.4,3.1,0.441,0.8,2.5,0.333,0.5,0.6,0.857,0.574,1.1,1.2,0.923,0.5,2.8,3.3,1.2,0.3,0.6,0.5,2.2,4.6
Ziaire Williams,SF,22,MEM,17,8,22.4,3.1,7.8,0.391,1.4,3.8,0.354,1.7,4.0,0.426,0.477,1.2,1.4,0.875,0.7,3.8,4.5,1.4,0.5,0.3,1.4,2.0,8.7
Zion Williamson,PF,23,NOP,17,17,31.4,9.2,16.2,0.567,0.1,0.2,0.5,9.1,15.9,0.568,0.571,5.0,7.5,0.664,2.0,3.8,5.8,4.9,1.1,0.3,2.6,2.5,23.5
James Wiseman,C,22,DET,10,0,11.1,2.4,3.7,0.649,0.0,0.1,0.0,2.4,3.6,0.667,0.649,0.6,1.1,0.545,1.0,2.2,3.2,0.3,0.1,0.3,0.8,1.8,5.4
Christian Wood,PF,28,LAL,21,1,20.2,2.4,5.5,0.443,0.7,2.5,0.269,1.8,3.0,0.587,0.504,1.5,2.1,0.689,0.9,5.0,5.9,0.8,0.2,0.6,1.3,1.8,7.0
Delon Wright,PG,31,WAS,8,0,17.6,1.4,3.8,0.367,0.5,1.4,0.364,0.9,2.4,0.368,0.433,1.8,2.0,0.875,0.4,2.1,2.5,4.4,1.6,0.1,0.5,0.8,5.0
Trae Young,PG,25,ATL,18,18,36.0,8.1,19.8,0.409,3.1,8.7,0.353,5.1,11.2,0.453,0.486,7.8,9.0,0.864,0.7,2.2,2.9,10.7,1.6,0.0,3.8,1.5,27.1
Omer Yurtseven,C,25,UTA,14,5,12.1,2.0,3.6,0.549,0.2,0.9,0.231,1.8,2.7,0.658,0.578,0.4,0.6,0.75,1.5,3.2,4.7,0.9,0.2,0.5,0.7,1.4,4.6
Cody Zeller,C,31,NOP,17,0,9.8,0.6,1.9,0.313,0.0,0.1,0.0,0.6,1.8,0.323,0.313,0.6,1.3,0.5,1.2,2.0,3.2,1.1,0.2,0.1,0.4,1.2,1.8
Precious Achiuwa,C,24,TOR,23,0,18.4,3.3,7.3,0.461,0.6,2.0,0.277,2.8,5.2,0.533,0.5,1.0,1.7,0.575,2.2,3.6,5.8,1.9,0.7,0.5,1.2,1.7,8.3
Bam Adebayo,C,26,MIA,20,20,33.9,8.2,16.0,0.511,0.1,0.2,0.25,8.1,15.8,0.514,0.513,5.7,7.1,0.796,2.1,7.9,9.9,4.1,1.2,1.0,2.7,2.5,22.0
Ochai Agbaji,SG,23,UTA,30,10,21.6,2.7,5.9,0.463,1.3,3.4,0.376,1.5,2.5,0.579,0.571,0.3,0.4,0.833,0.9,1.7,2.6,1.0,0.7,0.5,0.7,1.6,7.1
Santi Aldama,PF,23,MEM,22,5,25.1,4.5,10.1,0.441,1.7,5.0,0.349,2.7,5.1,0.531,0.527,1.0,1.7,0.622,1.5,4.2,5.7,2.0,0.7,0.7,1.1,1.6,11.7
Nickeil Alexander-Walker,SG,25,MIN,28,11,23.1,2.5,6.1,0.409,1.4,4.0,0.351,1.1,2.1,0.517,0.523,0.4,0.6,0.647,0.4,1.5,1.9,2.4,0.9,0.6,1.0,1.9,6.8
Grayson Allen,SG,28,PHO,24,24,33.3,4.4,9.0,0.488,2.5,5.4,0.454,2.0,3.6,0.54,0.624,1.7,1.9,0.891,0.9,3.6,4.5,2.7,1.0,0.5,1.4,2.4,13.0
Jarrett Allen,C,25,CLE,25,25,29.2,5.5,8.2,0.676,0.0,0.0,0.0,5.5,8.1,0.68,0.676,2.2,3.3,0.683,3.0,5.6,8.6,2.5,0.8,0.9,1.8,2.6,13.3
Jose Alvarado,PG,25,NOP,16,0,16.4,2.3,5.5,0.42,1.2,3.0,0.396,1.1,2.5,0.45,0.528,0.8,1.3,0.6,0.5,2.0,2.5,2.0,1.0,0.4,0.9,1.6,6.6
Kyle Anderson,PF,30,MIN,28,1,23.2,2.7,5.9,0.461,0.1,0.8,0.095,2.6,5.1,0.514,0.467,1.4,2.0,0.702,0.8,2.8,3.6,4.0,0.8,0.8,1.5,1.5,6.9
Giannis Antetokounmpo,PF,29,MIL,29,29,34.9,11.4,19.0,0.601,0.4,1.7,0.22,11.1,17.3,0.639,0.611,7.5,11.2,0.669,2.7,8.2,11.0,5.5,1.4,1.2,3.8,2.9,30.8
Cole Anthony,PG,23,ORL,28,0,25.4,5.0,11.1,0.453,1.4,3.9,0.361,3.6,7.3,0.502,0.516,3.5,4.2,0.839,1.1,3.4,4.5,3.7,0.8,0.5,1.8,2.9,15.0
OG Anunoby,SF,26,TOR,25,25,33.4,5.6,11.9,0.475,2.2,6.1,0.368,3.4,5.8,0.586,0.569,1.3,1.8,0.727,0.9,3.0,3.9,2.7,1.0,0.5,1.6,2.4,14.8
Deni Avdija,SF,23,WAS,28,28,26.9,4.4,8.8,0.498,0.9,2.5,0.338,3.5,6.2,0.563,0.547,1.9,2.3,0.813,1.1,4.5,5.6,4.0,0.8,0.3,1.5,2.2,11.4
Marvin Bagley III,C,24,DET,24,10,19.0,4.3,7.2,0.59,0.0,0.3,0.167,4.2,7.0,0.605,0.592,2.0,2.4,0.825,1.9,2.9,4.8,1.0,0.1,0.6,1.2,1.6,10.5
Amari Bailey,PG,19,CHO,2,0,5.5,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,2.5
Patrick Baldwin Jr.,SF,21,WAS,8,0,5.8,0.6,1.8,0.357,0.4,0.6,0.6,0.3,1.1,0.222,0.464,0.5,0.5,1.0,0.3,1.1,1.4,0.4,0.0,0.1,0.1,0.5,2.1
LaMelo Ball,PG,22,CHO,15,15,33.4,8.8,19.9,0.443,3.5,8.9,0.388,5.3,10.9,0.488,0.53,3.6,4.2,0.857,1.5,3.9,5.5,8.2,1.4,0.3,3.9,3.5,24.7
Mo Bamba,C,25,PHI,16,0,7.3,1.7,2.8,0.6,0.5,0.8,0.615,1.2,2.0,0.594,0.689,0.6,0.8,0.692,1.1,1.4,2.6,0.4,0.2,0.6,0.5,0.9,4.4
Paolo Banchero,PF,21,ORL,28,28,33.8,7.6,16.2,0.47,1.3,3.4,0.383,6.3,12.8,0.493,0.51,4.7,6.8,0.693,1.3,5.6,6.9,4.5,1.0,0.5,3.2,2.1,21.2
Desmond Bane,SG,25,MEM,27,27,34.5,9.2,19.8,0.465,3.5,9.1,0.381,5.7,10.7,0.538,0.553,3.2,3.7,0.861,1.0,3.5,4.5,5.2,1.2,0.7,3.0,2.9,25.1
Dalano Banton,PG,24,BOS,13,1,7.5,1.2,2.3,0.5,0.1,0.6,0.125,1.1,1.7,0.636,0.517,0.4,0.5,0.833,0.8,1.2,1.9,0.5,0.2,0.2,0.4,0.9,2.8
Dominick Barlow,PF,20,SAS,8,0,5.6,0.4,1.1,0.333,0.0,0.3,0.0,0.4,0.9,0.429,0.333,0.5,0.8,0.667,0.0,1.0,1.0,0.0,0.1,0.0,0.0,0.5,1.3
Harrison Barnes,PF,31,SAC,28,28,30.8,4.0,8.2,0.487,1.8,4.5,0.4,2.2,3.8,0.59,0.596,2.0,2.5,0.826,0.9,2.3,3.1,1.4,0.7,0.2,0.7,1.2,11.8
Scottie Barnes,SG,22,TOR,29,29,35.0,7.8,15.9,0.489,2.0,5.3,0.383,5.7,10.6,0.542,0.553,3.2,4.1,0.767,2.6,6.7,9.3,5.9,1.4,1.4,2.6,2.0,20.7
RJ Barrett,SG,23,NYK,24,24,29.2,6.3,14.9,0.426,1.7,4.9,0.347,4.6,10.0,0.464,0.483,4.0,4.7,0.85,0.7,3.5,4.2,2.4,0.5,0.4,1.7,1.5,18.4
Charles Bassey,C,23,SAS,19,0,10.8,1.5,2.1,0.725,0.0,0.1,0.0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3
Emoni Bates,SF,20,CLE,9,0,7.8,0.7,2.4,0.273,0.6,1.9,0.294,0.1,0.6,0.2,0.386,0.1,0.2,0.5,0.1,0.9,1.0,0.3,0.1,0.2,0.1,0.3,2.0
Keita Bates-Diop,SF,28,PHO,22,8,17.6,1.9,4.7,0.398,0.5,1.8,0.25,1.4,2.9,0.492,0.447,1.0,1.5,0.719,0.9,2.2,3.1,0.9,0.5,0.7,0.3,0.9,5.2
Nicolas Batum,PF,35,TOT,20,14,23.9,2.0,3.7,0.541,1.3,2.8,0.464,0.7,0.9,0.778,0.716,0.4,0.6,0.636,0.9,2.8,3.7,2.2,0.6,0.7,0.5,1.8,5.7
Nicolas Batum,PF,35,PHI,17,14,24.9,2.2,3.9,0.561,1.4,2.9,0.49,0.8,1.0,0.765,0.742,0.4,0.6,0.636,1.1,2.8,3.9,2.2,0.5,0.5,0.5,1.8,6.2
Bradley Beal,SG,30,PHO,6,6,25.2,5.2,11.5,0.449,1.5,3.5,0.429,3.7,8.0,0.458,0.514,2.8,4.0,0.708,0.5,2.8,3.3,3.2,0.7,0.3,2.3,2.2,14.7
Malik Beasley,SG,27,MIL,28,28,29.8,4.2,8.8,0.478,2.8,6.2,0.454,1.4,2.5,0.535,0.639,0.3,0.4,0.667,0.7,3.7,4.4,1.5,0.9,0.1,0.6,2.0,11.5
MarJon Beauchamp,SF,23,MIL,26,1,15.1,1.8,3.6,0.489,0.7,1.6,0.439,1.1,2.0,0.528,0.585,0.4,0.7,0.611,0.5,1.8,2.4,0.7,0.3,0.2,0.7,1.5,4.7
Dāvis Bertāns,PF,31,OKC,10,0,8.1,0.8,2.1,0.381,0.8,2.0,0.4,0.0,0.1,0.0,0.571,1.4,1.5,0.933,0.1,0.8,0.9,0.8,0.2,0.2,0.1,1.0,3.8
Patrick Beverley,PG,35,PHI,28,1,17.1,1.7,4.0,0.423,0.6,2.1,0.31,1.0,1.9,0.547,0.505,0.8,1.1,0.7,0.7,2.1,2.8,2.2,0.5,0.3,0.7,1.7,4.8
Saddiq Bey,SF,24,ATL,29,17,32.2,4.7,10.3,0.456,1.8,5.3,0.344,2.9,5.0,0.576,0.545,1.7,2.2,0.794,2.2,4.2,6.4,1.3,1.1,0.1,1.2,1.6,12.9
Goga Bitadze,C,24,ORL,25,20,20.7,2.8,4.8,0.597,0.0,0.2,0.2,2.8,4.6,0.614,0.601,1.4,2.0,0.7,2.2,3.8,6.1,1.8,0.7,1.6,0.9,2.3,7.1
Anthony Black,PG,20,ORL,26,22,19.9,1.9,3.8,0.505,0.4,1.3,0.314,1.5,2.5,0.609,0.561,0.8,1.3,0.618,0.6,1.9,2.5,1.7,0.4,0.4,0.9,2.1,5.1
Bogdan Bogdanović,SG,31,ATL,27,2,28.6,6.4,14.0,0.458,3.5,8.7,0.402,2.9,5.3,0.549,0.582,1.5,1.7,0.889,0.4,2.9,3.4,2.7,1.4,0.3,1.1,2.6,17.8
Bojan Bogdanović,PF,34,DET,10,9,32.5,6.6,14.2,0.465,2.9,7.3,0.397,3.7,6.9,0.536,0.567,3.5,4.6,0.761,0.6,2.1,2.7,2.5,1.1,0.1,2.0,2.0,19.6
Devin Booker,SG,27,PHO,20,20,36.0,9.2,19.5,0.473,1.9,5.1,0.366,7.4,14.4,0.51,0.521,7.1,8.1,0.882,0.9,4.5,5.4,8.3,0.7,0.5,2.9,3.4,27.4
Brandon Boston Jr.,SF,22,LAC,4,0,10.3,2.5,5.8,0.435,0.8,3.0,0.25,1.8,2.8,0.636,0.5,1.5,1.5,1.0,0.5,1.0,1.5,0.8,0.3,0.0,0.3,1.3,7.3
Chris Boucher,PF,31,TOR,26,0,14.1,2.2,4.7,0.463,0.7,1.8,0.354,1.5,2.9,0.533,0.533,1.5,1.9,0.76,1.2,2.5,3.7,0.3,0.3,0.6,0.5,1.6,6.5
Malaki Branham,SG,20,SAS,28,16,22.5,3.8,8.5,0.45,1.0,3.3,0.312,2.8,5.2,0.538,0.511,0.5,0.6,0.938,0.2,1.7,1.9,2.5,0.4,0.1,1.3,1.4,9.2
Christian Braun,SG,22,DEN,32,0,19.8,3.2,6.7,0.47,0.8,1.8,0.414,2.4,4.9,0.49,0.526,1.3,1.8,0.75,0.8,2.9,3.7,1.7,0.4,0.3,0.8,1.7,8.4
Mikal Bridges,SF,27,BRK,29,29,34.5,7.7,16.8,0.459,2.1,5.7,0.367,5.6,11.1,0.506,0.522,4.1,4.8,0.856,1.1,4.3,5.4,3.9,0.9,0.4,2.4,1.7,21.7
Miles Bridges,SF,25,CHO,16,14,36.3,7.4,16.2,0.459,1.8,5.8,0.312,5.6,10.4,0.542,0.515,3.1,3.6,0.86,1.0,6.0,7.0,2.4,1.4,0.4,1.6,2.2,19.8
Oshae Brissett,SF,25,BOS,14,0,10.6,1.1,2.1,0.5,0.4,1.1,0.4,0.6,1.1,0.6,0.6,0.7,1.1,0.625,0.9,1.4,2.3,0.5,0.4,0.0,0.3,0.9,3.3
Malcolm Brogdon,PG,31,POR,21,12,27.8,5.6,13.0,0.427,2.0,5.2,0.382,3.6,7.8,0.457,0.504,2.0,2.7,0.768,0.8,2.8,3.6,5.7,0.9,0.2,1.5,1.4,15.2
Dillon Brooks,SF,28,HOU,27,27,31.3,5.1,10.6,0.477,2.0,4.8,0.411,3.1,5.9,0.532,0.57,1.6,2.0,0.83,0.7,2.9,3.6,1.7,0.9,0.0,1.8,3.9,13.7
Bruce Brown,SG,27,IND,27,27,30.7,4.3,9.5,0.457,1.0,3.4,0.297,3.3,6.1,0.545,0.51,1.9,2.4,0.813,0.7,3.9,4.6,2.9,1.1,0.3,1.1,2.5,11.6
Greg Brown III,PF,22,DAL,5,0,5.6,0.4,1.2,0.333,0.0,0.2,0.0,0.4,1.0,0.4,0.333,0.8,1.8,0.444,0.4,1.0,1.4,0.6,0.0,0.2,0.6,0.6,1.6
Jaylen Brown,SF,27,BOS,28,28,33.8,8.8,18.5,0.478,2.1,6.4,0.335,6.7,12.1,0.553,0.536,2.9,3.9,0.734,0.9,4.0,4.9,3.6,1.1,0.6,2.4,2.8,22.6
Kobe Brown,PF,24,LAC,19,0,10.5,0.9,2.4,0.4,0.5,1.6,0.333,0.4,0.8,0.533,0.511,0.1,0.1,0.5,0.3,1.3,1.6,0.6,0.2,0.2,0.2,1.8,2.5
Troy Brown Jr.,SF,24,MIN,24,3,14.3,1.8,3.9,0.457,1.0,2.7,0.385,0.8,1.2,0.621,0.59,0.8,0.9,0.864,0.5,2.0,2.5,1.0,0.3,0.1,0.6,0.9,5.4
Jalen Brunson,PG,27,NYK,29,29,35.6,9.3,19.4,0.48,2.9,6.4,0.459,6.4,13.0,0.491,0.556,4.5,5.6,0.804,0.7,3.2,4.0,5.9,1.1,0.1,2.2,2.0,26.1
Thomas Bryant,C,26,MIA,18,3,12.4,2.2,4.0,0.556,0.0,0.2,0.0,2.2,3.8,0.58,0.556,0.9,1.1,0.85,1.2,2.6,3.8,0.6,0.3,0.3,0.8,1.3,5.4
Kobe Bufkin,SG,20,ATL,2,0,2.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5
Reggie Bullock,SF,32,HOU,11,0,8.5,0.6,1.8,0.35,0.5,1.5,0.353,0.1,0.3,0.333,0.5,0.1,0.1,1.0,0.2,1.0,1.2,0.3,0.1,0.1,0.2,0.6,1.9
Alec Burks,SG,32,DET,22,0,17.5,2.5,7.7,0.325,1.5,4.6,0.327,1.0,3.1,0.324,0.423,2.4,2.7,0.881,0.5,1.6,2.1,1.4,0.4,0.2,0.4,1.4,8.9
Jared Butler,SG,23,WAS,14,0,7.9,1.6,3.1,0.512,0.5,1.5,0.333,1.1,1.6,0.682,0.593,0.9,1.1,0.8,0.0,0.7,0.7,1.9,0.6,0.1,0.7,1.0,4.5
Jimmy Butler,PF,34,MIA,23,23,34.0,6.7,14.5,0.462,0.9,2.3,0.377,5.8,12.2,0.479,0.492,7.3,8.3,0.879,2.0,3.2,5.2,4.6,1.1,0.4,1.8,1.1,21.5
Jamal Cain,PF,24,MIA,9,0,14.4,1.4,3.4,0.419,0.4,1.7,0.267,1.0,1.8,0.563,0.484,1.1,1.7,0.667,0.7,1.2,1.9,0.1,0.7,0.3,0.2,1.1,4.4
Kentavious Caldwell-Pope,SG,30,DEN,30,30,32.6,3.6,7.8,0.455,1.5,3.6,0.421,2.1,4.3,0.484,0.551,1.5,1.7,0.902,0.4,1.7,2.2,2.6,1.5,0.6,1.0,1.9,10.2
Toumani Camara,PF,23,POR,28,19,25.0,2.6,6.3,0.42,0.9,2.9,0.3,1.8,3.4,0.521,0.489,1.0,1.4,0.692,1.9,2.7,4.6,1.0,1.0,0.5,1.0,2.8,7.1
Jevon Carter,PG,28,CHI,31,0,14.3,2.0,5.5,0.367,1.2,3.5,0.349,0.8,1.9,0.4,0.479,0.1,0.1,0.667,0.1,0.5,0.7,1.2,0.5,0.3,0.6,1.2,5.3
Wendell Carter Jr.,C,24,ORL,8,8,26.0,3.0,7.6,0.393,0.8,2.8,0.273,2.3,4.9,0.462,0.443,1.1,2.0,0.563,2.0,5.6,7.6,1.9,0.4,0.4,1.1,2.5,7.9
Alex Caruso,SG,29,CHI,25,13,23.5,3.5,6.4,0.547,1.6,3.4,0.464,1.9,3.0,0.64,0.67,1.0,1.4,0.765,1.1,2.3,3.4,2.3,1.2,0.8,1.4,2.4,9.6
Julian Champagnie,SF,22,SAS,21,6,13.1,1.8,4.4,0.409,1.3,3.3,0.406,0.5,1.1,0.417,0.559,0.5,0.6,0.769,0.3,1.3,1.6,0.8,0.4,0.6,0.7,0.8,5.4
Max Christie,SG,20,LAL,22,6,16.5,1.6,4.2,0.387,0.6,2.0,0.302,1.0,2.3,0.46,0.457,0.5,0.6,0.714,0.1,2.3,2.5,1.0,0.4,0.2,0.7,1.4,4.3
Sidy Cissoko,SF,19,SAS,3,0,7.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.7,0.7,1.0,0.0,1.0,1.0,0.0,0.7,0.0,0.3,0.7,0.7
Jordan Clarkson,SG,31,UTA,20,19,30.8,6.3,15.5,0.406,1.8,5.7,0.307,4.6,9.8,0.464,0.463,3.0,3.5,0.843,1.3,2.1,3.4,5.0,0.9,0.2,3.0,1.4,17.3
Nic Claxton,C,24,BRK,20,20,27.3,5.1,8.0,0.631,0.1,0.1,1.0,5.0,8.0,0.629,0.634,1.5,2.4,0.638,3.0,6.4,9.4,1.7,0.5,2.5,1.0,2.6,11.7
Amir Coffey,SF,26,LAC,17,4,13.0,1.2,2.8,0.417,0.5,1.6,0.286,0.7,1.2,0.6,0.5,0.6,0.6,0.909,0.4,1.2,1.6,0.6,0.1,0.0,0.5,1.1,3.4
John Collins,PF,26,UTA,26,24,30.2,5.3,11.0,0.481,1.5,3.6,0.404,3.8,7.4,0.518,0.547,2.1,2.7,0.783,2.4,5.7,8.1,0.8,0.7,0.9,1.5,2.7,14.2
Zach Collins,C,26,SAS,28,22,27.0,4.9,10.1,0.486,1.2,3.8,0.321,3.7,6.4,0.584,0.546,2.0,2.5,0.814,2.0,4.1,6.1,3.4,0.6,0.8,2.4,3.3,13.1
Mike Conley,PG,36,MIN,28,28,29.5,3.9,8.3,0.464,2.3,5.2,0.445,1.5,3.1,0.494,0.603,1.4,1.5,0.952,0.4,2.5,2.9,6.3,1.0,0.1,1.2,1.6,11.5
Pat Connaughton,SF,31,MIL,24,0,22.1,2.1,5.0,0.417,1.1,3.4,0.321,1.0,1.6,0.615,0.525,0.5,0.6,0.733,0.8,3.1,4.0,2.0,0.5,0.2,0.6,1.2,5.7
Bilal Coulibaly,SF,19,WAS,27,1,26.8,3.4,6.5,0.517,1.2,2.9,0.418,2.1,3.6,0.598,0.611,1.1,1.7,0.638,0.7,3.3,4.0,1.7,1.0,0.7,1.5,1.9,9.1
Robert Covington,SF-PF,33,TOT,26,6,17.5,1.5,3.5,0.433,0.7,2.0,0.358,0.8,1.4,0.541,0.539,0.8,0.9,0.875,1.1,2.4,3.5,0.8,1.3,0.7,0.4,1.9,4.5
Robert Covington,PF,33,LAC,3,3,23.0,1.0,3.0,0.333,0.7,2.7,0.25,0.3,0.3,1.0,0.444,0.3,0.7,0.5,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0
Robert Covington,SF,33,PHI,23,3,16.8,1.6,3.5,0.444,0.7,2.0,0.378,0.8,1.6,0.528,0.549,0.9,1.0,0.909,1.2,2.4,3.6,0.7,1.2,0.7,0.4,1.9,4.7
Torrey Craig,SF,33,CHI,27,7,21.2,2.2,5.1,0.424,1.1,2.8,0.382,1.1,2.3,0.476,0.529,0.7,0.9,0.783,1.9,3.0,4.8,1.0,0.6,0.4,0.6,2.5,6.1
Jae Crowder,PF,33,MIL,9,2,26.7,2.8,5.2,0.532,1.8,3.4,0.516,1.0,1.8,0.563,0.702,0.8,1.3,0.583,0.4,3.4,3.9,1.7,0.8,0.3,0.4,1.6,8.1
Cade Cunningham,PG,22,DET,29,29,34.8,8.3,19.2,0.435,1.8,5.7,0.321,6.5,13.5,0.483,0.483,3.9,4.4,0.876,0.5,3.4,3.9,7.1,1.0,0.3,4.0,2.7,22.4
Seth Curry,SG,33,DAL,23,3,12.0,1.4,3.9,0.367,0.8,2.1,0.388,0.6,1.8,0.341,0.472,0.4,0.4,0.9,0.5,1.0,1.5,0.8,0.6,0.1,0.3,0.9,4.1
Stephen Curry,PG,35,GSW,28,28,33.5,8.8,18.9,0.465,4.8,11.6,0.414,4.0,7.3,0.546,0.592,5.5,5.9,0.934,0.5,4.0,4.5,4.4,0.7,0.4,3.2,1.8,27.9
Dyson Daniels,PG,20,NOP,30,13,23.3,2.4,5.9,0.399,0.7,2.6,0.256,1.7,3.3,0.51,0.455,0.7,1.0,0.667,1.0,3.1,4.2,2.8,1.3,0.3,1.0,1.7,6.1
Anthony Davis,C,30,LAL,29,29,35.8,9.4,17.2,0.547,0.4,0.9,0.407,9.0,16.3,0.555,0.558,5.7,7.1,0.805,3.4,9.0,12.4,3.2,1.1,2.5,2.0,2.5,24.9
Johnny Davis,SG,21,WAS,14,0,9.1,1.4,2.9,0.475,0.1,0.2,0.333,1.3,2.6,0.486,0.488,0.3,0.4,0.8,0.6,0.8,1.4,0.4,0.5,0.1,0.4,0.7,3.1
Dexter Dennis,SG,24,DAL,4,0,7.5,2.5,4.8,0.526,0.3,2.0,0.125,2.3,2.8,0.818,0.553,0.3,0.8,0.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5
DeMar DeRozan,SF,34,CHI,29,29,36.5,7.7,17.0,0.455,0.9,2.6,0.355,6.8,14.3,0.474,0.483,5.9,7.1,0.83,0.7,3.0,3.8,5.4,1.1,0.8,1.4,2.2,22.3
